int_rate,sub_grade,home_ownership,revol_util,addr_state,inq_last_6mths,dti,term_months,int_rate_shap,sub_grade_shap,home_ownership_shap,revol_util_shap,addr_state_shap,inq_last_6mths_shap,dti_shap,term_months_shap
21.67,E5,MORTGAGE,92.8,OH,0.0,33.27,60,0.041296992,-0.019546332,0.01297014,0.035305392,-0.0015957684,0.008659601,-0.016001439,0.0130869495
10.78,B4,MORTGAGE,32.7,OR,1.0,22.89,36,-0.017524559,0.00711531,0.007806907,-0.005894607,0.020903494,-0.0022109228,-0.004216916,-0.005216983
16.99,D1,RENT,77.8,NY,0.0,16.75,36,0.003123927,-0.002630956,-0.0068020746,0.010825246,-0.010912185,0.0073565533,0.002838104,-0.0029950112
8.99,B1,MORTGAGE,29.6,AZ,1.0,10.66,36,-0.016332682,0.0072290543,0.0055309827,-0.0058481283,-0.00033040775,-0.00067429134,0.006651032,-0.0028250625
15.05,C4,RENT,36.3,OH,0.0,21.26,36,-0.05172101,0.0014547587,-0.0034542917,-0.009515609,0.016080266,0.0045906953,-0.0038022602,-0.004206019
10.99,B4,MORTGAGE,98.9,CA,0.0,36.35,36,-0.0031303698,0.011134019,0.008948366,0.002806813,-0.008332722,0.0071454155,-0.0107392,-0.0034870368
13.99,C3,RENT,2.4,MT,1.0,15.14,36,-0.00017309512,0.010494764,-0.010953096,-0.013458527,0.020257112,-0.0027751785,0.0038931852,-0.0025844949
11.44,B4,MORTGAGE,67.2,TX,0.0,14.42,36,-0.010141167,0.014791545,0.006338028,0.006526821,0.0006391123,0.0052027283,0.0055464515,-0.0043422477
18.54,E1,OWN,35.7,MI,0.0,13.69,60,-0.008234621,-0.0016198944,0.0006988192,-0.00997948,-0.0021435104,0.009257792,0.007099246,0.009934404
7.62,A3,OWN,65.3,OH,1.0,21.42,36,-0.011442217,0.0027407636,-0.00027263077,0.0065675736,0.004878618,-0.0031012595,-0.0011826482,-0.003608476
6.08,A2,OWN,9.9,NC,0.0,25.69,36,-0.01973452,-0.0025232986,-0.00039751778,-0.011673162,0.00038422816,0.005578634,-0.0047390084,-0.0038667002
9.2,B1,RENT,84.8,FL,6.0,10.94,36,-0.014103297,0.011862835,-0.0052060117,-0.0027307256,-0.022734249,-0.06750393,-0.00097333454,-0.0057806685
5.32,A1,MORTGAGE,25.9,GA,0.0,19.38,36,-0.024328357,-0.0059329974,0.004255938,-0.008166967,0.00515991,0.0042896555,-0.0005933587,-0.0038311386
12.29,C1,MORTGAGE,89.6,NC,0.0,6.22,36,-0.012712634,0.0061574825,0.0056908815,0.008757495,0.00062464125,0.00567022,0.0063455193,-0.0067591253
13.98,C3,MORTGAGE,67.6,NV,0.0,16.01,60,-0.012747924,0.015479957,0.012297005,0.009312774,-0.02915905,0.0061701615,0.0029609492,0.028276963
7.9,A4,OWN,58.2,TX,0.0,19.99,36,-0.014115418,0.005504367,0.00016699042,0.0025472492,0.0023393375,0.0049227034,-0.0004893346,-0.0054216892
22.39,E1,MORTGAGE,0.0,GA,0.0,8.2,36,0.0279318,0.02278743,0.010803855,-0.011222831,0.008251736,0.012792857,0.0140475575,-0.011667806
9.49,B2,MORTGAGE,49.4,FL,0.0,27.03,36,-0.015888534,0.014413195,0.008534112,-0.00038117578,-0.0012341002,0.0050062938,-0.00784601,-0.0054815863
12.35,B4,MORTGAGE,43.8,OH,1.0,26.22,36,0.009201414,0.020280091,0.0107077,-0.002771534,0.009566129,-0.0024992083,-0.0064216973,-0.0036965308
14.09,B5,MORTGAGE,72.7,WA,0.0,11.8,36,0.024017414,0.024410265,0.0048563117,0.009892257,0.00937486,0.006510379,0.008568433,-0.0050544245
14.49,C4,MORTGAGE,79.4,PA,1.0,6.83,36,0.0071911714,0.009038994,0.009003524,0.0092647085,0.0020272536,-0.0025409495,0.008826143,-0.0073069897
10.99,B4,RENT,48.5,CA,1.0,13.45,36,-0.006323901,0.014757235,-0.0123273535,-0.0007955558,-0.0068991366,-0.0031527085,0.008098851,-0.0016600551
13.66,C3,OWN,53.7,LA,1.0,29.69,36,-0.008299982,0.005225415,-0.0018655044,0.003205431,-0.020187197,-0.0041611423,-0.0075690025,-0.0016278093
6.76,A2,OWN,11.7,NY,1.0,10.18,36,-0.022332462,-0.0011197276,0.00030931307,-0.01098591,0.0005975731,-0.0012962202,0.0056632026,-0.002725821
12.99,C2,MORTGAGE,77.9,NC,3.0,12.4,36,-0.001358751,0.011693025,0.011286528,0.0053887283,-0.006636523,-0.031388756,0.007923815,-0.0073506855
11.49,B5,OWN,35.2,MS,0.0,14.54,36,-0.010006363,0.0033376254,-0.0006026525,-0.0058139153,-0.0042436267,0.004428555,0.004536034,-0.0034332941
9.49,B2,RENT,48.5,MI,0.0,18.78,36,-0.01139695,0.012948799,-0.006546928,-0.0024021391,0.001385862,0.005432924,-0.0013441002,-0.0024042677
10.99,B4,MORTGAGE,34.6,AZ,0.0,25.77,60,-0.008937485,0.008569067,0.015772125,-0.0064325538,0.0068501625,0.003475322,-0.007127945,0.0060142153
18.75,D3,RENT,73.0,TX,1.0,17.92,36,0.026168998,0.011703867,-0.010466363,0.014368475,-0.0013575498,-0.004583273,0.00021815371,-0.0045869513
15.61,D1,MORTGAGE,72.5,LA,0.0,26.02,60,0.008344487,0.0064923996,0.01289054,0.011615152,-0.015835771,0.0057208706,-0.010272232,0.03649752
6.89,A3,MORTGAGE,65.7,TX,1.0,30.04,36,-0.018867726,-0.0016351762,0.012181645,0.004480966,0.00091711717,-0.00297666,-0.01382261,-0.0048529115
12.99,B5,MORTGAGE,44.6,CA,1.0,9.9,36,0.01681542,0.010649798,0.012473008,-0.0006555067,-0.0027266233,-0.0056450935,0.010554671,-0.0057358695
10.99,B3,MORTGAGE,73.0,CO,1.0,13.88,36,-0.003192222,0.022351913,0.010427369,0.0067842826,0.0057588285,-0.0034103433,0.0064616995,-0.0049606552
13.35,C4,RENT,70.8,CA,0.0,18.8,60,-0.016574094,0.010107348,-0.009292814,0.010500643,-0.008561135,0.012955476,0.00357728,0.025126476
8.9,A5,MORTGAGE,50.3,FL,1.0,16.08,36,-0.007820801,0.005165415,0.0064295395,0.002327132,-0.005929746,-0.0030695878,0.0016748245,-0.0046666274
8.18,B1,RENT,52.9,CO,0.0,7.01,36,-0.019931275,0.0043433984,-0.008659067,0.0019172386,0.008275254,0.0050284867,0.008799569,-0.003617471
20.2,D5,MORTGAGE,61.8,NJ,1.0,16.6,60,0.04690787,0.008288973,0.01441025,0.0091061415,-0.0040442767,-0.005889889,0.005586725,0.025863064
12.49,B5,RENT,97.4,NJ,0.0,13.8,36,0.0031586224,0.009840714,-0.004619437,0.007555715,0.00053264253,0.005889556,0.0058126375,-0.004164203
6.03,A1,MORTGAGE,32.1,SC,0.0,3.18,36,-0.016850732,-0.006161626,0.0045427075,-0.005810945,0.012042012,0.0024150799,0.0037623257,-0.0052502914
16.55,D2,MORTGAGE,78.1,MI,1.0,9.85,60,-0.008543849,-0.0002917252,0.014850472,0.015116985,-0.005170401,-0.004348272,0.011115174,0.023308579
15.61,D1,MORTGAGE,58.7,VA,0.0,23.63,60,0.0051965103,0.005308672,0.014632841,0.0031205104,-0.01335424,0.0049625793,-0.008266918,0.023852015
10.91,B4,RENT,46.4,CA,1.0,30.24,36,-0.040755823,0.008639696,-0.007121402,-0.00042039153,-0.007019552,-0.0033699174,-0.008633597,-0.0015097423
7.49,A4,RENT,61.1,FL,0.0,14.36,36,-0.017969651,-0.00012385378,-0.005942636,0.004860235,-0.003690683,0.005484171,0.005571189,-0.0045097307
14.99,C4,RENT,55.0,CA,0.0,26.01,36,-0.0012836849,0.0038146528,-0.012763269,0.0028027317,-0.0110864695,0.0062913834,-0.01703684,-0.003919709
15.31,C2,MORTGAGE,84.9,MI,2.0,10.03,36,0.022838883,0.026123958,0.008936869,0.01001793,8.455474e-05,-0.012606417,0.0067439615,-0.006249728
20.99,E5,MORTGAGE,44.7,TX,3.0,11.49,60,0.0029882248,-0.057419214,0.010111859,0.0011043035,0.0014171671,-0.035050437,0.014628043,0.012522008
14.46,C4,MORTGAGE,81.1,KS,2.0,22.87,36,0.0018702701,0.0056194323,0.010311297,0.010291047,0.022557765,-0.016477356,-0.0030905132,-0.0077764466
11.39,B3,MORTGAGE,85.6,NJ,1.0,18.98,36,-0.004474061,0.0141753815,0.01064504,0.009338645,-0.0016743863,-0.004118407,-0.0021111034,-0.0057699066
9.93,B2,RENT,26.2,VA,2.0,21.42,36,-0.02668523,0.014831144,-0.009700228,-0.0117019685,0.0017623215,-0.010709405,-0.0030811338,-0.0018757582
5.32,A1,MORTGAGE,5.1,NV,0.0,20.6,36,-0.017535439,-0.0051096287,0.0062784734,-0.009193976,-0.009736217,0.004788459,-0.0013794409,-0.0033839424
16.99,D3,RENT,75.2,DC,1.0,19.64,36,0.007043953,0.012162318,-0.008471954,0.016518245,0.02969503,-0.005343017,-0.0012253849,-0.0049668546
16.99,D3,RENT,42.3,VA,0.0,28.23,60,-0.0031779858,0.0019593833,-0.012155364,-0.007727176,-0.012574539,0.006902012,-0.014264577,0.006546542
7.35,A4,MORTGAGE,47.0,CA,2.0,25.9,36,-0.02170627,0.0063403863,0.010366257,-0.0010422604,-0.0033710746,-0.008682215,-0.0082615595,-0.002931223
9.49,B2,RENT,43.9,HI,0.0,18.57,36,-0.014125605,0.009991412,-0.0057486235,-0.0018520863,0.009484976,0.0069930777,-0.0019130824,-0.0027094197
16.78,C5,RENT,80.0,WA,2.0,15.09,36,0.031701174,0.0041892296,-0.011811919,0.013407735,0.011565594,-0.011901202,0.006775527,-0.008071426
13.18,C3,MORTGAGE,67.0,NC,0.0,16.12,36,-0.014513705,0.009140817,0.007276737,0.0067406567,-0.0008667851,0.004934196,0.002473908,-0.0060450537
20.75,E2,RENT,42.7,CA,1.0,30.82,36,0.047440894,0.00087515824,-0.007987885,-0.0043291203,-0.0065559708,-0.0058285627,-0.014210266,-0.002284347
12.99,C1,MORTGAGE,69.4,IN,0.0,12.29,60,0.0006254731,0.02206652,0.007105552,0.009059467,0.009254279,0.008172089,0.009027028,0.014164932
19.99,D4,RENT,78.8,TX,1.0,24.11,36,0.0036247694,0.0010304842,-0.009975183,0.013114075,-0.0024217765,-0.006720154,-0.009686111,-0.0053626555
7.89,A5,MORTGAGE,55.0,CA,0.0,27.19,36,-0.010336059,0.0059956447,0.009643146,0.001854454,-0.0033240097,0.0053167487,-0.0071540377,-0.0048424173
9.17,B2,MORTGAGE,46.1,GA,0.0,22.5,36,-0.015716705,0.0087699285,0.0069384207,-0.000737834,0.0128584625,0.0063031977,-0.0011405001,-0.005117461
13.67,C3,MORTGAGE,74.6,TX,0.0,15.47,36,-0.014788892,0.013735195,0.007764188,0.009282631,-0.0004975639,0.006418097,0.003611296,-0.0051887943
7.39,A4,RENT,14.3,TN,0.0,12.0,36,-0.01479239,0.0032977727,-0.0065963985,-0.0125928745,-0.0033007262,0.0048992345,0.006017712,-0.003418323
6.03,A1,MORTGAGE,79.6,TX,0.0,26.89,36,-0.017700054,-0.008546971,0.005485729,0.006633628,0.0007802292,0.003970884,-0.0038813325,-0.0070729265
19.22,D5,RENT,68.8,MD,3.0,24.24,60,0.044910464,-0.004414885,-0.008217325,0.015360488,0.009422179,-0.0368975,-0.006376011,0.01621006
20.99,E4,MORTGAGE,58.6,AR,3.0,32.45,60,0.03705964,-0.06389454,0.011182166,0.0034802696,-0.037474014,-0.027771847,-0.021468041,0.0049051703
14.49,C4,RENT,36.5,MD,0.0,28.86,36,0.0011447357,0.009752845,-0.011965493,-0.005459552,-0.007743791,0.00796401,-0.01908393,-0.0028020232
15.59,C5,MORTGAGE,19.0,WI,2.0,24.7,36,0.013671401,-0.0012541672,0.013354755,-0.007968584,0.009833336,-0.00923286,-0.00975083,-0.0028269202
15.99,C5,RENT,12.9,CA,1.0,28.44,36,0.0037565716,-0.007699921,-0.012713775,-0.015746996,-0.010335622,-0.0064266636,-0.014884042,-0.00068504136
12.35,B4,MORTGAGE,68.4,IL,3.0,26.58,36,0.0035004485,0.016860507,0.010360561,0.0059369504,0.012083413,-0.0154270185,-0.011026228,-0.0051702377
11.53,B5,RENT,60.6,VA,1.0,26.14,36,-0.0061542606,0.012502583,-0.008954867,0.0066722166,-0.00027408716,-0.004594694,-0.01116491,-0.001982828
11.47,B5,RENT,36.0,TX,2.0,21.4,36,-0.011488717,0.00924956,-0.01195674,-0.0030428683,0.0058481563,-0.009979673,-0.003036674,-0.0013682019
10.99,B3,RENT,71.8,VT,0.0,15.23,36,-0.0031133874,0.012623294,-0.0066072163,0.006332502,0.022757918,0.0068276105,0.0030798926,-0.0029273415
16.28,F5,RENT,64.5,FL,10.0,4.22,36,0.022477087,-0.0041296557,-0.011929907,-0.00032477718,-0.0321686,-0.15202183,-0.020939292,-0.0077854367
15.99,C5,RENT,60.8,CA,1.0,11.96,36,0.010069321,-0.0043712487,-0.013618534,0.005359108,-0.013642299,-0.0057267067,0.020429708,-0.0038651715
13.53,B5,RENT,78.5,MA,0.0,12.14,36,0.01242835,0.014018918,-0.009852029,0.007667114,-0.0047813947,0.0065270774,0.010204386,-0.0034147797
10.42,B3,RENT,59.1,UT,0.0,30.33,36,-0.0394173,0.015106245,-0.009999847,0.002234669,-0.008684723,0.0042653834,-0.012474427,-0.0017053664
18.06,D2,MORTGAGE,61.2,CA,1.0,6.28,36,-0.043567367,0.0030804947,0.009585174,0.0060811555,-0.005661712,-0.0053267526,0.0062666847,-0.008373426
15.61,D1,RENT,50.7,NY,2.0,15.97,36,0.0063021425,-0.002465276,-0.006280143,0.001999431,-0.005655494,-0.016162274,0.007210861,-0.0015409255
14.64,C3,RENT,80.6,CA,0.0,16.0,36,0.0064559006,0.022889337,-0.008462856,0.01038091,-0.004244535,0.009109621,0.0036293205,-0.0038046683
18.49,E2,MORTGAGE,90.0,WA,1.0,34.71,36,-9.623947e-05,-0.053814147,0.014812473,0.008395341,0.016408578,-0.0065367254,-0.014060525,-0.004468599
13.98,C1,MORTGAGE,57.0,CA,1.0,16.36,60,0.008971754,0.019167274,0.012052017,0.002063273,-0.006182097,-0.004366346,0.002722895,0.016333636
5.32,A1,RENT,74.2,NY,0.0,15.99,36,-0.019488957,-0.008456438,-0.00577944,0.0054952125,-0.005203917,0.0048820465,0.00299301,-0.0047366493
12.49,B5,RENT,14.2,MD,0.0,27.77,36,0.010153897,0.008238577,-0.010661639,-0.013615948,0.0044415365,0.007803275,-0.010019397,-0.0017920771
12.69,B5,RENT,91.8,NY,0.0,14.19,36,-0.0042946837,0.010335561,-0.0038286513,0.012238815,-0.003587894,0.005923933,0.005330203,-0.004806871
7.49,A4,MORTGAGE,68.3,VA,0.0,15.84,36,-0.013923619,0.002401639,0.0036254486,0.0055430606,-0.0034249534,0.0030298252,0.0025309136,-0.004393297
9.17,B2,MORTGAGE,44.3,TX,0.0,12.28,36,-0.021667324,0.011891669,0.003867574,-0.0014616541,0.004215122,0.0032560292,0.0041446914,-0.0041055763
9.16,B2,MORTGAGE,63.4,SC,0.0,13.65,36,-0.026293032,0.009590885,0.005389268,0.00575765,0.014257103,0.0019795937,0.0034058795,-0.0065341424
9.99,B3,MORTGAGE,24.3,NJ,0.0,32.77,36,-0.015251588,0.014298522,0.008642482,-0.01015273,-0.0018145088,0.0057631573,-0.005012351,-0.0035338367
9.16,B2,RENT,72.5,PA,0.0,32.3,36,-0.017913159,0.012266983,-0.0075523607,0.005540523,0.003786875,0.0053957547,-0.010692297,-0.0019131603
9.99,B3,RENT,64.0,CA,0.0,16.01,36,-0.013929236,0.0127491355,-0.006141445,0.0061252094,-0.0032855081,0.006103533,0.0046093087,-0.0035634555
10.99,B4,RENT,35.2,IN,2.0,4.67,60,-0.006629275,0.014585076,-0.012374692,-0.008333642,0.0027576392,-0.015224664,0.009177462,0.0032728733
16.82,E2,RENT,40.5,PA,3.0,6.75,60,0.021392664,-0.0033894987,-0.0020387934,-0.0006278865,0.0046358686,-0.050276466,0.01009704,0.017073076
13.67,B5,MORTGAGE,88.7,TX,1.0,21.07,36,0.017697869,0.022784062,0.008880263,0.011111667,0.00462191,-0.0028722514,-0.0027093543,-0.006866044
17.27,D2,RENT,70.3,IL,0.0,24.13,36,0.005551881,0.010266187,-0.007146393,0.007678535,0.0012523304,0.0091548,-0.0072968537,-0.0026031174
6.49,A2,RENT,56.8,CA,0.0,20.68,36,-0.013902714,-0.0020303526,-0.006727709,0.002439095,-0.005138785,0.0065375594,-0.0019009452,-0.0031311559
14.49,C4,MORTGAGE,85.6,FL,0.0,12.89,36,-0.0010123592,0.010099743,0.008702832,0.011672501,-0.002950757,0.0060784426,0.0072330055,-0.006789643
9.99,B3,RENT,54.7,CO,0.0,23.37,36,-0.013252352,0.012053658,-0.00805728,0.0015964385,0.0057948125,0.005271184,-0.0043418594,-0.0029783826
12.99,C2,RENT,75.6,FL,0.0,7.65,36,-0.006854781,0.0019728576,-0.008194252,0.0076556127,-0.007193957,0.0066291,0.011101693,-0.004107701
14.99,C5,MORTGAGE,32.0,LA,1.0,8.1,60,0.010786155,0.0046404866,0.0117485365,-0.008878955,-0.011866571,-0.004252107,0.009875585,0.023521936
12.59,C2,RENT,92.2,AZ,1.0,13.29,36,-0.013521303,0.004092606,-0.009645456,0.011447212,0.0021117032,-0.0060996246,0.006541534,-0.004685073
9.75,B3,MORTGAGE,75.3,AZ,0.0,29.94,36,-0.012236262,0.011776898,0.006260219,0.004050441,-0.0042300536,0.0042153453,-0.01038521,-0.0034361552
14.65,C5,OWN,48.6,CA,0.0,17.02,60,-0.002228058,-0.0042681633,-0.0033489785,-0.0032140967,-0.013556542,0.010646523,0.004255015,0.017039709
20.5,E1,MORTGAGE,86.9,VA,0.0,8.0,60,0.081422545,0.023789011,0.016702795,0.026432035,-0.0051567215,0.0049406686,0.015355582,0.04393544
12.69,C2,MORTGAGE,82.4,LA,0.0,17.74,60,-0.02481183,0.0028804129,0.013694437,0.013909611,-0.021007665,0.00480715,0.0020367776,0.01945366
13.33,C3,RENT,57.4,CA,0.0,30.32,60,-0.016438337,0.016766092,-0.016647613,0.0024864855,-0.009743697,0.010316839,-0.010103508,0.0069662407
7.35,A4,RENT,24.0,VA,0.0,9.2,36,-0.023794353,0.0050350935,-0.0034806444,-0.00818161,-0.0046791304,0.004916933,0.007199663,-0.0019592433
11.53,B5,MORTGAGE,64.1,PA,1.0,8.46,60,-0.010647806,0.007171224,0.006606557,0.009333276,-0.0029527044,-0.00255188,0.0072836727,0.019937385
15.41,D1,OWN,38.2,CA,0.0,28.67,36,-0.020140558,-0.0060057575,0.0012133666,-0.0067643686,-0.007830406,0.0065005934,-0.01362797,-0.0022420022
10.42,B3,MORTGAGE,9.2,VA,1.0,30.28,36,-0.033056077,0.016366955,0.010643038,-0.00974417,-0.0023691973,-0.00018504463,-0.01084725,-0.0030199878
16.78,C5,MORTGAGE,64.5,NC,0.0,26.71,36,0.026917202,0.006928481,0.0057586455,0.0068140933,-0.0017100339,0.004653293,-0.009006768,-0.006251404
7.24,A3,MORTGAGE,48.1,NJ,0.0,28.17,36,-0.020317288,0.001640136,0.00605975,-0.0019313644,-0.004322918,0.004464059,-0.006213373,-0.00295068
16.77,D2,RENT,76.8,MI,1.0,16.1,60,5.0417213e-05,-0.0006494449,-0.020515997,0.019410158,-0.011018102,-0.0073873335,0.0067969803,0.022584278
14.85,C5,MORTGAGE,53.9,WA,0.0,8.49,36,0.004135259,-0.0021539174,0.0071618,0.0045582843,0.019964026,0.010656117,0.00784228,-0.0064971033
12.49,B5,MORTGAGE,87.9,NC,0.0,20.48,36,0.0067585884,0.008262209,0.0055193934,0.008322734,-0.0035296627,0.0059847683,-0.0013611995,-0.004182272
6.24,A2,MORTGAGE,26.6,NY,0.0,7.21,36,-0.018372012,-0.004029276,0.004870315,-0.007252833,-0.002936086,0.0028801372,0.00588643,-0.005872227
8.9,A5,RENT,24.4,WA,1.0,6.63,36,-0.010582206,0.004560498,-0.009448557,-0.011203975,0.013385339,-0.0016668602,0.00801092,-0.003974332
15.8,C3,MORTGAGE,42.5,OK,3.0,10.76,36,0.014985803,0.026002325,0.008470841,-0.0030489427,-0.029631378,-0.022733869,0.007834449,-0.0032134627
26.3,E5,MORTGAGE,37.9,FL,1.0,18.93,36,-0.0457123,-0.02076826,0.011478785,-0.00211292,-0.0076629226,-0.010648927,-0.00025797918,-0.0035185516
11.47,B5,MORTGAGE,60.2,PA,0.0,24.62,36,-0.009258259,0.0018203601,0.0062761595,0.0040959436,-0.0022786635,0.005032019,-0.006763253,-0.005037485
15.05,C4,RENT,29.8,MD,2.0,22.0,36,-0.040134422,-0.0010790409,-0.0078015546,-0.012205448,-0.0026023423,-0.013692366,-0.007647086,-0.0017407014
9.17,B1,MORTGAGE,46.0,AL,1.0,24.1,60,-0.015872687,0.009253851,0.00830773,-0.000823475,-0.00797944,-0.00021207433,-0.006176524,0.010314593
14.16,C2,MORTGAGE,75.7,SC,1.0,12.51,60,0.018114872,0.01961003,0.009974208,0.01242174,0.02337921,-0.0049495827,0.009007975,0.02176208
7.24,A3,OWN,31.9,PA,1.0,31.55,36,-0.013732204,0.0033830572,-0.0005519474,-0.0063098306,0.003801963,-0.0032295198,-0.008704749,-0.0019827597
8.39,A5,RENT,36.5,NY,0.0,9.11,36,-0.009961124,0.005601636,-0.0053221923,-0.005403826,-0.0008855849,0.0047288667,0.007919237,-0.0030224493
9.16,B2,RENT,27.8,AZ,0.0,3.21,36,-0.015184935,0.015216594,-0.006806554,-0.009960558,0.004497609,0.0035029082,0.009012288,-0.0013985266
11.44,B4,MORTGAGE,63.4,FL,0.0,26.16,36,-0.009447544,0.019223565,0.0112792635,0.004825363,-0.007926709,0.006444043,-0.010795955,-0.0049879216
11.53,B5,OWN,57.5,CA,0.0,3.85,60,-0.00925246,0.0066192453,-0.004431035,0.0020166223,-0.004676361,0.0077234968,0.012098434,0.015838146
9.99,B1,MORTGAGE,63.9,MA,0.0,13.17,36,-0.0116346255,0.008269648,0.0069252034,0.005119635,-0.004935455,0.0053007402,0.0076127895,-0.0051870146
12.35,B4,MORTGAGE,66.3,FL,1.0,25.65,36,0.008977027,0.016430616,0.012387761,0.0073263226,-0.0064342725,-0.004055895,-0.0071933833,-0.004117968
17.27,D2,MORTGAGE,41.5,FL,3.0,4.02,36,0.014351649,0.011461811,0.013093385,-0.004356261,-0.0074801384,-0.024953112,-0.00073121715,-0.0041047065
15.61,D1,RENT,1.0,NY,0.0,0.12,36,0.020694688,-0.00072109024,-0.007741156,-0.023150917,0.009102479,0.013212067,0.008224114,-0.005777315
11.49,B5,MORTGAGE,41.1,VA,0.0,26.58,36,-0.008298642,0.012530271,0.0065738857,-0.0038849975,-0.005838944,0.003658122,-0.0099461805,-0.0032561142
11.99,B5,RENT,48.0,CA,0.0,22.52,36,-0.015796503,0.0018529993,-0.009552091,-0.0033581273,-0.011046823,0.0037131081,-0.0027815206,-0.003966642
10.15,B2,MORTGAGE,87.6,NJ,0.0,7.75,36,-0.011981218,0.014011869,0.004685429,0.009289997,0.0017360593,0.005113938,0.008158379,-0.007083529
13.48,C3,MORTGAGE,96.6,IL,1.0,16.17,36,-0.012939042,0.010507298,0.009153953,0.00807359,0.012007459,-0.002851928,0.0016592408,-0.00867268
10.91,B4,OWN,18.8,AL,1.0,15.38,36,-0.05652157,0.0054616225,-0.0015187752,-0.008357971,-0.002063038,-0.0012541394,0.0028007384,-0.004435928
7.9,A4,MORTGAGE,12.8,NY,1.0,3.05,36,-0.0117232585,0.0061594346,0.0074219494,-0.011919946,-0.0048952373,-0.0018381865,0.0062246267,-0.005044044
7.89,A5,OWN,45.0,CT,0.0,14.56,36,-0.016839618,0.0027819055,-0.0012608417,-0.0013800428,0.0073139123,0.004544097,0.003013028,-0.0037886146
12.42,B4,MORTGAGE,98.9,OH,0.0,8.94,36,0.017690573,0.013809957,0.0058513265,0.00016478288,0.009733056,0.008462046,0.0069237603,-0.0049150954
13.59,C2,OWN,81.8,GA,0.0,,36,-0.029953945,0.0055170897,0.0011625972,0.018279582,0.02872057,0.00757342,0.022743475,-0.005119937
14.64,C3,MORTGAGE,89.8,KY,0.0,28.32,60,0.0068482375,0.02468661,0.01071936,0.01419277,0.00679651,0.007475783,-0.0105428,0.018039137
9.17,B2,OWN,26.2,TN,0.0,19.32,36,-0.016684756,0.012224157,0.0020535316,-0.012362527,-0.0018731988,0.005978458,-0.0006169728,-0.0033651695
5.32,A1,RENT,15.6,MI,0.0,21.42,36,-0.017244427,-0.0007873458,-0.006126086,-0.010348543,0.0039600437,0.0052352874,-0.0016154983,-0.002649765
23.5,F1,OWN,27.5,NY,1.0,15.05,36,0.038495738,0.02797326,0.0017402142,-0.012460129,0.02257122,-0.005294984,0.0071202586,-0.004607142
10.42,B3,OWN,23.6,TX,1.0,14.47,36,-0.036675908,0.008491718,-0.0006830975,-0.0067880056,0.00323465,-0.0010885394,0.003331393,-0.0032363178
14.65,C5,MORTGAGE,73.0,FL,1.0,32.35,36,0.0033624964,-0.0048899367,0.013434103,0.011552047,-0.01054264,-0.0031400009,-0.011296121,-0.004824114
8.49,B1,MORTGAGE,79.1,TX,2.0,16.33,36,-0.015822325,0.0036165572,0.010567191,0.009363261,7.655206e-05,-0.011589742,0.0014045457,-0.0063253413
9.16,B2,MORTGAGE,60.1,MA,0.0,23.07,36,-0.016608525,0.013188652,0.0049882955,0.0029364047,-0.0029901832,0.0038756165,-0.0039403774,-0.0053621414
13.98,C3,MORTGAGE,28.8,FL,1.0,11.47,36,-0.0056272643,0.008731351,0.010121768,-0.008000256,-0.006363228,-0.003215937,0.006316553,-0.004609961
16.99,D3,MORTGAGE,83.2,MA,0.0,28.4,36,0.0058036093,0.018382272,0.009501058,0.013100634,0.0055361167,0.005410477,-0.009391941,-0.007909418
6.24,A2,RENT,27.4,SC,0.0,27.58,36,-0.014710708,-3.916423e-05,-0.007511819,-0.008985203,0.018833093,0.004187568,-0.0054226057,-0.0031585363
8.38,B1,RENT,51.3,CA,1.0,26.85,36,-0.013955496,0.009106001,-0.012161112,0.0014784209,-0.007486134,-0.004504028,-0.010477474,-0.0021878774
9.75,B3,MORTGAGE,84.4,NM,0.0,4.9,36,-0.017406313,0.010209342,0.0050443737,0.0059691197,-0.0020082274,0.0047374507,0.008693885,-0.0061588236
7.91,A5,RENT,68.0,NY,0.0,12.62,36,-0.016017355,0.004764046,-0.0032032253,0.005250275,-0.004712193,0.0053806286,0.007995164,-0.0018647423
8.59,A5,MORTGAGE,81.3,IL,1.0,7.44,36,-0.01996307,0.00019317439,0.0050262487,0.007916102,0.007816558,-0.0016399747,0.005858088,-0.007589684
10.49,B2,MORTGAGE,79.2,IN,0.0,15.24,36,-0.009063125,0.01017383,0.0030341623,0.006231045,0.004061303,0.0058396333,0.0022214465,-0.002266629
10.75,B4,RENT,49.5,MA,1.0,25.85,36,-0.009568842,0.012884575,-0.011220392,0.00070377847,-0.0014743612,-0.0048224353,-0.009641235,-0.0020538883
7.26,A4,RENT,29.3,NY,0.0,5.68,36,-0.016054813,0.004134798,-0.0062232907,-0.0064078323,0.0029927013,0.0052779783,0.007619634,-0.0037619504
11.99,C1,RENT,55.9,OR,0.0,18.4,36,-0.012817767,0.010516654,-0.009466678,0.0037962964,0.023542989,0.0063965647,-0.00093160337,-0.004227858
10.78,B4,MORTGAGE,56.0,WA,0.0,16.34,36,-0.012816278,0.00616216,0.007235009,0.0043023573,0.016467785,0.0054803328,0.0015030554,-0.0050463732
6.03,A1,OWN,7.5,CA,0.0,5.7,36,-0.013937052,-0.0031858718,-0.0010661485,-0.010499421,-0.0027117876,0.0060451548,0.005730433,-0.0035654947
